X,Y,Class,Bin_Code
147.1778508,-41.46645851,Rubbish Bin,W
147.1794006,-41.46565062,Rubbish Bin,W
147.1594988,-41.43574801,Rubbish Bin,W
147.1486118,-41.43033818,Rubbish Bin,W
147.1694739,-41.4568157,Rubbish Bin,W
147.168219,-41.45641166,Rubbish Bin,W
147.1682136,-41.45640254,Rubbish Bin,W
147.1682944,-41.45625933,Rubbish Bin,W
147.1682961,-41.45625246,Rubbish Bin,W
147.1682629,-41.45612611,Rubbish Bin,W
147.1684525,-41.455251,Rubbish Bin,W
147.1676974,-41.45584265,Rubbish Bin,W
147.167532,-41.45639873,Rubbish Bin,W
147.1678407,-41.45686935,Rubbish Bin,W
147.1678783,-41.45700722,Rubbish Bin,W
147.1515848,-41.46525563,Rubbish Bin,W
147.1545907,-41.46464225,Rubbish Bin,W
147.1561598,-41.46403214,Rubbish Bin,W
147.1557818,-41.46342197,Rubbish Bin,W
147.1321347,-41.43705682,Rubbish Bin,W
147.1318363,-41.43687187,Rubbish Bin,W
147.132505,-41.43719614,Rubbish Bin,W
147.1320984,-41.43729832,Rubbish Bin,W
147.1330706,-41.43898724,Rubbish Bin,W
147.1325243,-41.43929936,Rubbish Bin,W
147.1321956,-41.43941167,Rubbish Bin,W
147.1321984,-41.43949377,Rubbish Bin,W
147.1322591,-41.43925301,Rubbish Bin,W
147.132153,-41.43914175,Rubbish Bin,W
147.1315596,-41.43883776,Rubbish Bin,W
147.1314655,-41.43872616,Rubbish Bin,W
147.1313342,-41.43851638,Rubbish Bin,W
147.1312303,-41.43818618,Rubbish Bin,W
147.1313456,-41.43801198,Rubbish Bin,W
147.1314414,-41.43804913,Rubbish Bin,W
147.1312186,-41.43781719,Rubbish Bin,W
147.1312536,-41.43790979,Rubbish Bin,W
147.1304263,-41.43616515,Rubbish Bin,W
147.1304071,-41.43469994,Rubbish Bin,W
147.1307351,-41.43491821,Rubbish Bin,W
147.1309626,-41.43496526,Rubbish Bin,W
147.1320196,-41.4341212,Rubbish Bin,W
147.1325415,-41.43359423,Rubbish Bin,W
147.1324228,-41.43305579,Rubbish Bin,W
147.1330628,-41.43303051,Rubbish Bin,W
147.1330288,-41.4330634,Rubbish Bin,W
147.1332454,-41.43251433,Rubbish Bin,W
147.1358984,-41.43232998,Rubbish Bin,W
147.1856932,-41.43428105,Rubbish Bin,W
147.1853347,-41.434585,Rubbish Bin,W
147.1850466,-41.43482819,Rubbish Bin,W
147.1882192,-41.43133788,Rubbish Bin,W
147.1886396,-41.4313225,Rubbish Bin,W
147.1886171,-41.43113362,Rubbish Bin,W
147.1879665,-41.43121383,Rubbish Bin,W
147.135366,-41.44348925,Rubbish Bin,W
147.1365417,-41.44294549,Rubbish Bin,W
147.1362505,-41.44367179,Rubbish Bin,W
147.13655,-41.44405627,Rubbish Bin,W
147.1362874,-41.44272343,Rubbish Bin,W
147.1397387,-41.4087451,Rubbish Bin,W
147.1393533,-41.40927851,Rubbish Bin,W
147.139273,-41.40928674,Rubbish Bin,W
147.1392752,-41.40929311,Rubbish Bin,W
147.1392267,-41.4091583,Rubbish Bin,W
147.1395924,-41.40944648,Rubbish Bin,W
147.1435621,-41.41012344,Rubbish Bin,W
147.1431486,-41.41080114,Rubbish Bin,W
147.1427875,-41.4114891,Rubbish Bin,W
147.1428509,-41.41239148,Rubbish Bin,W
147.1443618,-41.41189125,Rubbish Bin,W
147.1384419,-41.40918412,Rubbish Bin,W
147.1383122,-41.40940121,Rubbish Bin,W
147.1337372,-41.4214524,Rubbish Bin,W
147.1366066,-41.43567748,Rubbish Bin,W
147.1364257,-41.43577481,Rubbish Bin,W
147.1372593,-41.43598339,Rubbish Bin,W
147.1375127,-41.43590641,Rubbish Bin,W
147.1368859,-41.4360571,Rubbish Bin,W
147.1358403,-41.43626449,Rubbish Bin,W
147.1369641,-41.42635931,Rubbish Bin,W
147.1375138,-41.42741105,Rubbish Bin,W
147.1375706,-41.42756646,Rubbish Bin,W
147.1377522,-41.42807046,Rubbish Bin,W
147.1379665,-41.4285848,Rubbish Bin,W
147.138211,-41.42934157,Rubbish Bin,W
147.1383451,-41.42978837,Rubbish Bin,W
147.2099401,-41.22992857,Rubbish Bin,W
147.2098648,-41.22964093,Rubbish Bin,W
147.2096419,-41.22973169,Rubbish Bin,W
147.209679,-41.22950999,Rubbish Bin,W
147.2098508,-41.2295564,Rubbish Bin,W
147.2095527,-41.22918208,Rubbish Bin,W
147.1294321,-41.46634811,Rubbish Bin,W
147.160731,-41.46559948,Rubbish Bin,W
147.1637347,-41.46176893,Rubbish Bin,W
147.1531738,-41.43408042,Rubbish Bin,W
147.1311232,-41.44639365,Rubbish Bin,W
147.1321527,-41.44595107,Rubbish Bin,W
147.1703508,-41.43721568,Rubbish Bin,W
147.1477198,-41.43947722,Rubbish Bin,W
147.1379635,-41.41350082,Rubbish Bin,W
147.14701,-41.44006876,Rubbish Bin,W
147.130901,-41.44481872,Rubbish Bin,W
147.1312573,-41.4379802,Rubbish Bin,W
147.1309618,-41.434966,Rubbish Bin,W
147.1295334,-41.44030651,Rubbish Bin,W
147.1456936,-41.43560171,Rubbish Bin,W
147.1456936,-41.43560171,Rubbish Bin,W
147.1695141,-41.47849781,Rubbish Bin,W
147.1376194,-41.43805245,Rubbish Bin,W
147.1376872,-41.43791325,Rubbish Bin,W
147.1378108,-41.43793962,Rubbish Bin,W
147.1378485,-41.43781716,Rubbish Bin,W
147.1380111,-41.43785456,Rubbish Bin,W
147.1381062,-41.43779399,Rubbish Bin,W
147.1380528,-41.4377195,Rubbish Bin,W
147.1383006,-41.43768574,Rubbish Bin,W
147.1382,-41.43761612,Rubbish Bin,W
147.1385454,-41.43745045,Rubbish Bin,W
147.1386077,-41.43749635,Rubbish Bin,W
147.1395022,-41.43863961,Rubbish Bin,W
147.1389753,-41.43892332,Rubbish Bin,W
147.1388712,-41.43913511,Rubbish Bin,W
147.1385495,-41.43906038,Rubbish Bin,W
147.1382356,-41.43877067,Rubbish Bin,W
147.1381445,-41.43884196,Rubbish Bin,W
147.1375168,-41.43822565,Rubbish Bin,W
147.1381023,-41.43830021,Rubbish Bin,W
147.1372872,-41.43802766,Rubbish Bin,W
147.1370768,-41.43780817,Rubbish Bin,W
147.1371858,-41.43775908,Rubbish Bin,W
147.1369271,-41.43749292,Rubbish Bin,W
147.1367643,-41.43752407,Rubbish Bin,W
147.1402713,-41.43837465,Rubbish Bin,W
147.1401548,-41.43886207,Rubbish Bin,W
147.1396776,-41.43849311,Rubbish Bin,W
147.1394594,-41.43819772,Rubbish Bin,W
147.1392202,-41.43789183,Rubbish Bin,W
147.1390582,-41.43783076,Rubbish Bin,W
147.1390157,-41.4372772,Rubbish Bin,W
147.1389822,-41.4371779,Rubbish Bin,W
147.1390937,-41.43710234,Rubbish Bin,W
147.1387221,-41.43951029,Rubbish Bin,W
147.1389749,-41.43984349,Rubbish Bin,W
147.1391118,-41.43978823,Rubbish Bin,W
147.1380749,-41.43942051,Rubbish Bin,W
147.1230684,-41.44618314,Rubbish Bin,W
147.123635,-41.44630734,Rubbish Bin,W
147.1667602,-41.48022987,Rubbish Bin,W
147.1538437,-41.4528886,Rubbish Bin,W
147.1540727,-41.45293223,Rubbish Bin,W
147.1363529,-41.42398217,Rubbish Bin,W
147.1356258,-41.41907989,Rubbish Bin,W
147.135086,-41.41940015,Rubbish Bin,W
147.1388269,-41.42093966,Rubbish Bin,W
147.1438304,-41.41678681,Rubbish Bin,W
147.1429266,-41.41398276,Rubbish Bin,W
147.1437532,-41.41454069,Rubbish Bin,W
147.1409755,-41.41583495,Rubbish Bin,W
147.1393891,-41.41494124,Rubbish Bin,W
147.1350916,-41.41954333,Rubbish Bin,W
147.1369405,-41.4244033,Rubbish Bin,W
147.1372048,-41.42468296,Rubbish Bin,W
147.1371696,-41.42510464,Rubbish Bin,W
147.137696,-41.42702533,Rubbish Bin,W
147.1369159,-41.42471532,Rubbish Bin,W
147.1390775,-41.423178,Rubbish Bin,W
147.1385836,-41.42342578,Rubbish Bin,W
147.1388524,-41.4233096,Rubbish Bin,W
147.1384564,-41.42352932,Rubbish Bin,W
147.1379582,-41.42378406,Rubbish Bin,W
147.13803,-41.42370401,Rubbish Bin,W
147.1170703,-41.443897,Rubbish Bin,W
147.1176266,-41.44488562,Rubbish Bin,W
147.117792,-41.44488023,Rubbish Bin,W
147.1176973,-41.44483973,Rubbish Bin,W
147.1178603,-41.4449101,Rubbish Bin,W
147.1179222,-41.44492601,Rubbish Bin,W
147.1179148,-41.44491561,Rubbish Bin,W
147.1178733,-41.44528273,Rubbish Bin,W
147.1172497,-41.44587351,Rubbish Bin,W
147.1178627,-41.44675831,Rubbish Bin,W
147.1403861,-41.42548905,Rubbish Bin,W
147.1659709,-41.43936436,Rubbish Bin,W
147.1514694,-41.45298245,Rubbish Bin,W
147.1518115,-41.45315268,Rubbish Bin,W
147.1455503,-41.45031119,Rubbish Bin,W
147.1470662,-41.45007404,Rubbish Bin,W
147.1423913,-41.45136123,Rubbish Bin,W
147.1427738,-41.45106941,Rubbish Bin,W
147.145255,-41.45102159,Rubbish Bin,W
147.1459671,-41.45116168,Rubbish Bin,W
147.1466424,-41.45076902,Rubbish Bin,W
147.1425169,-41.44811859,Rubbish Bin,W
147.1423638,-41.44552924,Rubbish Bin,W
147.1465927,-41.43867109,Rubbish Bin,W
147.1466617,-41.43936424,Rubbish Bin,W
147.1404384,-41.44188022,Rubbish Bin,W
147.1389805,-41.44038568,Rubbish Bin,W
147.1384697,-41.44058618,Rubbish Bin,W
147.1928052,-41.46310303,Rubbish Bin,W
147.1338166,-41.43744027,Rubbish Bin,W
147.1334594,-41.43724834,Rubbish Bin,W
147.1174807,-41.4443295,Rubbish Bin,W
147.1184748,-41.44384811,Rubbish Bin,W
147.1222633,-41.44291701,Rubbish Bin,W
147.123788,-41.44185576,Rubbish Bin,W
147.3643897,-41.31158279,Rubbish Bin,W
147.3639681,-41.31145552,Rubbish Bin,W
147.3641423,-41.31132903,Rubbish Bin,W
147.3637734,-41.31101712,Rubbish Bin,W
147.3637878,-41.3107565,Rubbish Bin,W
147.36379,-41.31054252,Rubbish Bin,W
147.3639389,-41.3102075,Rubbish Bin,W
147.3638828,-41.30958401,Rubbish Bin,W
147.364625,-41.30959732,Rubbish Bin,W
147.3645718,-41.30934875,Rubbish Bin,W
147.3649409,-41.30912575,Rubbish Bin,W
147.3650454,-41.30862909,Rubbish Bin,W
147.3652974,-41.30847457,Rubbish Bin,W
147.365755,-41.30845233,Rubbish Bin,W
147.3660845,-41.3087114,Rubbish Bin,W
147.3655425,-41.30876374,Rubbish Bin,W
147.3660997,-41.30896893,Rubbish Bin,W
147.3662623,-41.3091872,Rubbish Bin,W
147.3664675,-41.30931561,Rubbish Bin,W
147.3663127,-41.30987547,Rubbish Bin,W
147.3660007,-41.31009882,Rubbish Bin,W
147.3659924,-41.31040961,Rubbish Bin,W
147.161587,-41.45894367,Rubbish Bin,W
147.1729206,-41.45570714,Rubbish Bin,W
147.1730208,-41.46283067,Rubbish Bin,W
147.1732994,-41.46299533,Rubbish Bin,W
147.1179534,-41.46810798,Rubbish Bin,W
147.1364793,-41.43455357,Rubbish Bin,W
147.1365694,-41.43467777,Rubbish Bin,W
147.136592,-41.43476696,Rubbish Bin,W
147.1366383,-41.43485781,Rubbish Bin,W
147.1364299,-41.43500538,Rubbish Bin,W
147.1377634,-41.43551296,Rubbish Bin,W
147.1378332,-41.43568353,Rubbish Bin,W
147.138048,-41.4361601,Rubbish Bin,W
147.1381795,-41.4361389,Rubbish Bin,W
147.1388432,-41.43584365,Rubbish Bin,W
147.1390242,-41.43590865,Rubbish Bin,W
147.1386455,-41.4361014,Rubbish Bin,W
147.1396374,-41.43535715,Rubbish Bin,W
147.1397795,-41.43553248,Rubbish Bin,W
147.139771,-41.43530517,Rubbish Bin,W
147.1399618,-41.43553777,Rubbish Bin,W
147.1401841,-41.43581466,Rubbish Bin,W
147.1402709,-41.43594995,Rubbish Bin,W
147.1398049,-41.4372057,Rubbish Bin,W
147.139939,-41.43737439,Rubbish Bin,W
147.1397704,-41.43760118,Rubbish Bin,W
147.139228,-41.43704846,Rubbish Bin,W
147.1392866,-41.43713443,Rubbish Bin,W
147.1395415,-41.43686274,Rubbish Bin,W
147.1396849,-41.43699596,Rubbish Bin,W
147.1398193,-41.43748792,Rubbish Bin,W
147.1397141,-41.43770762,Rubbish Bin,W
147.1394383,-41.43783653,Rubbish Bin,W
147.1386967,-41.43723927,Rubbish Bin,W
147.1386364,-41.43694151,Rubbish Bin,W
147.138342,-41.43655873,Rubbish Bin,W
147.1382225,-41.43663105,Rubbish Bin,W
147.1365714,-41.43870165,Rubbish Bin,W
147.1364924,-41.43874721,Rubbish Bin,W
147.1365519,-41.43855816,Rubbish Bin,W
147.1369011,-41.43855678,Rubbish Bin,W
147.1357307,-41.43919622,Rubbish Bin,W
147.135275,-41.43665691,Rubbish Bin,W
147.1567576,-41.4359601,Rubbish Bin,W
147.1606743,-41.44168022,Rubbish Bin,W
147.1397293,-41.43589632,Rubbish Bin,W
147.1395424,-41.43568685,Rubbish Bin,W
147.1391923,-41.43609265,Rubbish Bin,W
147.2020811,-41.4607251,Rubbish Bin,W
147.2009163,-41.4587112,Rubbish Bin,W
147.2007497,-41.45842012,Rubbish Bin,W
147.1397286,-41.43586927,Rubbish Bin,W
147.1379546,-41.43719522,Rubbish Bin,W
147.138662,-41.43510394,Rubbish Bin,W
147.1464829,-41.43026571,Rubbish Bin,W
147.1537508,-41.45871067,Rubbish Bin,W
147.1408579,-41.43662703,Rubbish Bin,W
147.1399179,-41.43842738,Rubbish Bin,W
147.1396278,-41.4403575,Rubbish Bin,W
147.1398024,-41.44059776,Rubbish Bin,W
147.1401496,-41.44107214,Rubbish Bin,W
147.1407085,-41.44089851,Rubbish Bin,W
147.1412093,-41.44059642,Rubbish Bin,W
147.140968,-41.44028481,Rubbish Bin,W
147.1405777,-41.43989405,Rubbish Bin,W
147.1400614,-41.44011244,Rubbish Bin,W
147.1400253,-41.44013022,Rubbish Bin,W
147.1402519,-41.44055968,Rubbish Bin,W
147.1405261,-41.44060881,Rubbish Bin,W
147.1405894,-41.44041409,Rubbish Bin,W
147.1403274,-41.44035508,Rubbish Bin,W
147.1378587,-41.43947642,Rubbish Bin,W
147.137234,-41.43986769,Rubbish Bin,W
147.1375549,-41.439846,Rubbish Bin,W
147.1378465,-41.43997525,Rubbish Bin,W
147.1381174,-41.44014621,Rubbish Bin,W
147.1384173,-41.43982794,Rubbish Bin,W
147.1394599,-41.43881018,Rubbish Bin,W
147.1393348,-41.43497857,Rubbish Bin,W
147.1395186,-41.43498322,Rubbish Bin,W
147.1417179,-41.43383778,Rubbish Bin,W
147.1396331,-41.45313839,Rubbish Bin,W
147.1397689,-41.45305274,Rubbish Bin,W
147.1394127,-41.44673585,Rubbish Bin,W
147.1384604,-41.43366081,Rubbish Bin,W
147.1416999,-41.43732138,Rubbish Bin,W
147.1416203,-41.43739998,Rubbish Bin,W
147.1413644,-41.43762641,Rubbish Bin,W
147.141466,-41.43772693,Rubbish Bin,W
147.1413337,-41.43725653,Rubbish Bin,W
147.140712,-41.43669873,Rubbish Bin,W
147.1403896,-41.43626757,Rubbish Bin,W
147.1405164,-41.43622775,Rubbish Bin,W
147.1403204,-41.43640963,Rubbish Bin,W
147.1403776,-41.43649468,Rubbish Bin,W
147.1360344,-41.4359671,Rubbish Bin,W
147.1360207,-41.43597131,Rubbish Bin,W
147.1360126,-41.43597322,Rubbish Bin,W
147.2167669,-41.25174988,Rubbish Bin,W
147.2167694,-41.25174815,Rubbish Bin,W
147.1295581,-41.39033171,Rubbish Bin,W
147.1330968,-41.40606205,Rubbish Bin,W
147.1327301,-41.40550505,Rubbish Bin,W
147.1299307,-41.40092436,Rubbish Bin,W
147.1318305,-41.40391033,Rubbish Bin,W
147.132175,-41.40450332,Rubbish Bin,W
147.1323923,-41.40487899,Rubbish Bin,W
147.1319411,-41.40444676,Rubbish Bin,W
147.1321297,-41.40473081,Rubbish Bin,W
147.1322981,-41.40506111,Rubbish Bin,W
147.133239,-41.40635332,Rubbish Bin,W
147.1344675,-41.41785179,Rubbish Bin,W
147.1414532,-41.43111432,Rubbish Bin,W
147.1423353,-41.43163611,Rubbish Bin,W
147.1397084,-41.43145438,Rubbish Bin,W
147.1467541,-41.43380765,Rubbish Bin,W
147.1428793,-41.43426921,Rubbish Bin,W
147.1343423,-41.41276571,Rubbish Bin,W
147.1350298,-41.4113211,Rubbish Bin,W
147.1410415,-41.41137557,Rubbish Bin,W
147.1389845,-41.41147795,Rubbish Bin,W
147.1409924,-41.43606597,Rubbish Bin,W
147.1411075,-41.43593199,Rubbish Bin,W
147.1427902,-41.43383231,Rubbish Bin,W
147.1426223,-41.43336805,Rubbish Bin,W
147.142451,-41.43312488,Rubbish Bin,W
147.1420039,-41.43370013,Rubbish Bin,W
147.1337265,-41.42485002,Rubbish Bin,W
147.1329454,-41.4061803,Rubbish Bin,W
147.2241582,-41.25078571,Rubbish Bin,W
147.2241385,-41.25084587,Rubbish Bin,W
147.2241385,-41.25084587,Rubbish Bin,W
147.2241385,-41.25084587,Rubbish Bin,W
147.1408217,-41.4399593,Rubbish Bin,W
147.1412315,-41.44050884,Rubbish Bin,W
147.1400645,-41.43656262,Rubbish Bin,W
147.1388607,-41.43643308,Rubbish Bin,W
147.1359641,-41.43775372,Rubbish Bin,W
147.1360906,-41.43789817,Rubbish Bin,W
147.1362611,-41.43808015,Rubbish Bin,W
147.1360546,-41.43819165,Rubbish Bin,W
147.1361887,-41.43799658,Rubbish Bin,W
147.132638,-41.43842447,Rubbish Bin,W
147.1325453,-41.43880919,Rubbish Bin,W
147.1335244,-41.43834647,Rubbish Bin,W
147.1362843,-41.43973154,Rubbish Bin,W
147.1388932,-41.44175729,Rubbish Bin,W
147.1323436,-41.44065056,Rubbish Bin,W
147.1178773,-41.44529054,Rubbish Bin,W
147.1178851,-41.44530881,Rubbish Bin,W
147.1178895,-41.44531794,Rubbish Bin,W
147.1677248,-41.43747394,Rubbish Bin,W
147.167727,-41.4374917,Rubbish Bin,W
147.1677613,-41.43748358,Rubbish Bin,W
147.1677741,-41.43746096,Rubbish Bin,W
147.1677892,-41.43747708,Rubbish Bin,W
147.1677998,-41.43745446,Rubbish Bin,W
147.1678106,-41.43746898,Rubbish Bin,W
147.1678234,-41.43744312,Rubbish Bin,W
147.1678363,-41.43746248,Rubbish Bin,W
147.1676948,-41.4374869,Rubbish Bin,W
147.1692522,-41.47702058,Rubbish Bin,W
147.1692311,-41.47702929,Rubbish Bin,W
147.1692331,-41.47704375,Rubbish Bin,W
147.1692561,-41.47703938,Rubbish Bin,W
147.169283,-41.47703066,Rubbish Bin,W
147.1693042,-41.47702629,Rubbish Bin,W
147.1693041,-41.47700749,Rubbish Bin,W
147.1692849,-41.47700029,Rubbish Bin,W
147.1692657,-41.47700465,Rubbish Bin,W
147.1692657,-41.47700465,Rubbish Bin,W
147.1692407,-41.47700903,Rubbish Bin,W
147.1692215,-41.47701629,Rubbish Bin,W
147.1692215,-41.47701629,Rubbish Bin,W
147.1692215,-41.47701629,Rubbish Bin,W
147.1692176,-41.47702353,Rubbish Bin,W
147.1692176,-41.47702353,Rubbish Bin,W
147.1692138,-41.477038,Rubbish Bin,W
147.1692138,-41.477038,Rubbish Bin,W
147.1692311,-41.47702929,Rubbish Bin,W
147.1692657,-41.47700465,Rubbish Bin,W
147.1692793,-41.47701586,Rubbish Bin,W
147.1692522,-41.47702058,Rubbish Bin,W
147.1693042,-41.47702629,Rubbish Bin,W
147.1492301,-41.40528582,Rubbish Bin,W
147.149255,-41.40530035,Rubbish Bin,W
147.1341432,-41.44004231,Rubbish Bin,W
147.1419803,-41.43240814,Rubbish Bin,W
147.1427012,-41.43247993,Rubbish Bin,W
147.1431328,-41.43194778,Rubbish Bin,W
147.1444167,-41.43170285,Rubbish Bin,W
147.1447064,-41.43162007,Rubbish Bin,W
147.1447871,-41.43165174,Rubbish Bin,W
147.1447063,-41.43167765,Rubbish Bin,W
147.1455104,-41.43241405,Rubbish Bin,W
147.1438364,-41.4329753,Rubbish Bin,W
147.143518,-41.43238688,Rubbish Bin,W
147.1433784,-41.43258402,Rubbish Bin,W
147.14218,-41.43311551,Rubbish Bin,W
147.1423612,-41.43369914,Rubbish Bin,W
147.2019794,-41.45795518,Rubbish Bin,W
147.1361203,-41.43806136,Rubbish Bin,W
147.1400653,-41.43896681,Rubbish Bin,W
147.1363354,-41.43592454,Rubbish Bin,W
147.1304037,-41.37308032,Rubbish Bin,W
147.1306838,-41.37314574,Rubbish Bin,W
147.1306938,-41.37314984,Rubbish Bin,W
147.1307038,-41.37315394,Rubbish Bin,W
147.1307129,-41.37315872,Rubbish Bin,W
147.1307229,-41.37316351,Rubbish Bin,W
147.143758,-41.41453983,Rubbish Bin,W
147.1437632,-41.41453875,Rubbish Bin,W
147.1437694,-41.41453766,Rubbish Bin,W
147.143777,-41.41453658,Rubbish Bin,W
147.1437542,-41.41454557,Rubbish Bin,W
147.1437599,-41.41454413,Rubbish Bin,W
147.1437661,-41.41454341,Rubbish Bin,W
147.1437727,-41.4145416,Rubbish Bin,W
147.1437804,-41.41454159,Rubbish Bin,W
147.1437618,-41.41454772,Rubbish Bin,W
147.1437694,-41.41454699,Rubbish Bin,W
147.1437756,-41.41454626,Rubbish Bin,W
147.1437718,-41.41455165,Rubbish Bin,W
147.1362544,-41.43633018,Rubbish Bin,W
147.1365002,-41.43546178,Rubbish Bin,W
147.1372485,-41.43594559,Rubbish Bin,W
147.1367041,-41.43540193,Rubbish Bin,W
147.1236896,-41.43254382,Rubbish Bin,W
147.1296337,-41.43516956,Rubbish Bin,W
147.1304111,-41.43469835,Rubbish Bin,W
147.1294521,-41.44036666,Rubbish Bin,W
147.143671,-41.41441112,Rubbish Bin,W
147.1441118,-41.4147353,Rubbish Bin,W
147.1317618,-41.46376735,Rubbish Bin,W
147.1379541,-41.43719486,Rubbish Bin,W
147.1361685,-41.46717459,Rubbish Bin,W
147.1662113,-41.47026413,Rubbish Bin,W
147.1869214,-41.43492265,Rubbish Bin,W
147.1469634,-41.43475191,Rubbish Bin,W
147.1322695,-41.44905989,Rubbish Bin,W
147.1187725,-41.43562765,Rubbish Bin,W
147.1240364,-41.45893788,Rubbish Bin,W
147.1125795,-41.43242969,Rubbish Bin,W
147.1293192,-41.39701093,Rubbish Bin,W
147.1438706,-41.43566496,Rubbish Bin,W
147.1328286,-41.47281466,Rubbish Bin,W
147.1671129,-41.43434104,Rubbish Bin,W
147.1698289,-41.43582016,Rubbish Bin,W
147.181324,-41.47658353,Rubbish Bin,W
147.1642811,-41.43611064,Rubbish Bin,W
147.1642687,-41.43594383,Rubbish Bin,W
147.1649131,-41.43652228,Rubbish Bin,W
147.1649106,-41.43652133,Rubbish Bin,W
147.1330402,-41.43434799,Rubbish Bin,W
147.1334555,-41.44152427,Rubbish Bin,W
147.1331966,-41.44129577,Rubbish Bin,W
147.1467641,-41.43904227,Rubbish Bin,W
147.1409833,-41.41584831,Rubbish Bin,W
147.1485416,-41.39762083,Rubbish Bin,W
147.1485137,-41.39755389,Rubbish Bin,W
147.1484872,-41.39748937,Rubbish Bin,W
147.1490767,-41.39648708,Rubbish Bin,W